"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"1" 0.922801781521978 0.720506401193456 3.93861023321107 0.182934171835034 0.854849670051209 NA
"2" 151.768742498649 0.183542663118394 0.563603052704994 0.325659455245118 0.744682023324225 0.958342192676498
"3" 33.1644633324113 0.171890020991716 1.08429264154281 0.158527333310256 0.874041284113073 0.979189246900712
"4" 8325.42000156389 -0.513518518997361 0.56294319402553 -0.912203086292348 0.361661819570487 0.851026446771903
"5" 65.088077939108 0.13056595443872 0.670976924218653 0.194590826787022 0.845713284947241 0.974603510636564
"6" 34.2583673947566 -0.452516645164199 1.3710574183197 -0.330049375845091 0.7413626539673 0.957290975045384
"7" 0.516424480722613 -1.746260213011 3.9973746673455 -0.436851773559324 0.662218848768787 NA
"8" 729.698229004631 1.30139029734535 0.837906367978119 1.55314525235752 0.120388437236732 0.744029795354018
"9" 5.24726482598955 -1.19099230151593 2.74645431705416 -0.433647228035231 0.664544633532168 0.939643231062827
"10" 155.462294034049 0.955855693688566 1.04013334293121 0.918974187477593 0.35810907368713 0.849488988203571
"11" 675.962740529185 0.174727758196523 0.444010693721751 0.393521508979736 0.693934340917838 0.946003983456366
"12" 18.3808063636485 0.442298143218239 1.5366138032637 0.287839496351535 0.77346960246774 0.963396348533596
"13" 1.21341513414946 -2.52460804425636 3.92382049564072 -0.643405590816692 0.519960956639958 NA
"14" 37.0743120665583 -0.255934215344165 1.53030872299055 -0.167243518578405 0.867178443717935 0.977651063314235
"15" 3.84221208976246 -1.65300862035177 2.93306334773128 -0.563577538013413 0.573041677100546 NA
"16" 0 NA NA NA NA NA
"17" 32.5888050363788 -0.689250438738635 1.05654762157435 -0.65236097707701 0.514168331959004 0.904149700071067
"18" 57.4538447215817 0.65422182691157 0.754709313272888 0.866852727806495 0.386022707430896 0.858185914732874
"19" 412.970025319826 -0.491912832024768 0.48007753868835 -1.02465287871779 0.30552700439042 0.831480158068928
"20" 1755.66975887623 -0.900888618647241 0.531494674027061 -1.69500968245144 0.0900735840222302 0.721671250029266
"21" 172.710794219454 0.751192309588855 0.515692988535212 1.4566657416122 0.145208670787885 0.756794224358221
"22" 372.889238503571 0.891607194211096 0.863103733803404 1.03302437388619 0.301592492380388 0.830216192324326
"23" 7.62276659298652 1.92679887325013 2.07974003441039 0.926461404488168 0.354206245749516 0.849488988203571
"24" 350.542355485445 -0.927696829096119 0.53635115760199 -1.72964449865984 0.0836938104962342 0.719554534793395
"25" 27.5387727408287 1.00811127152965 1.05568475536219 0.95493589957523 0.339610113791053 0.846293526408251
"26" 893.345343986677 0.199793310474977 0.507764498748231 0.393476328036951 0.693967704445795 0.946003983456366
"27" 0 NA NA NA NA NA
"28" 255.672551574231 1.12879910453376 0.575366576236513 1.96187813327159 0.0497766742074912 0.687595358770327
"29" 150.974685893749 0.80678957226666 0.934964840880081 0.862908996136401 0.38818750408062 0.859795215098791
"30" 48.1075403687254 0.349001880706177 1.04505664703629 0.333954988656282 0.738413524419733 0.957290975045384
"31" 136.621680432516 -0.384508908339206 0.829070640928823 -0.463783047375111 0.642803190322494 0.933788156840686
